project_id,start_date,end_date,planned_duration,planned_budget,actual_budget,budget_overrun_pct,team_size,priority,department,program_type,risk_level,complexity,manager_experience,scope_changes,delayed_tasks,resource_utilization_pct,schedule_overrun_pct,success,ROI,customer_satisfaction
PRJ-1312,2021-01-19,2021-04-28,99,3366269.78,3319074.36,-1.4,49,Low,HR,Cost Reduction,1.0,3.38,13,3,0,103.9,8.69,1,24.66,3.78
PRJ-1313,2020-09-24,2020-12-27,94,3625748.86,3766620.85,3.89,8,Low,Operations,Compliance,4.96,3.05,10,2,2,68.44,32.84,1,23.85,3.77
PRJ-1314,2020-02-15,2020-09-09,207,2237152.72,2010712.18,-10.12,22,Medium,Finance,Compliance,6.73,5.21,1,2,6,81.81,54.98,0,-16.67,2.35
PRJ-1315,2021-01-17,2021-06-14,148,2152901.24,2275841.56,5.71,13,Medium,Operations,Cost Reduction,4.34,1.6,11,3,2,75.39,37.82,1,11.25,3.53
PRJ-1316,2021-11-10,2022-10-27,351,1897376.48,3017977.48,59.06,18,Low,Marketing,Process Improvement,4.54,5.58,12,1,2,91.73,28.29,0,-19.66,3.1
PRJ-1317,2021-08-21,2021-11-19,90,2919843.96,3071761.42,5.2,13,Medium,Marketing,Cost Reduction,6.13,4.38,11,1,3,82.64,44.59,0,-10.27,2.34
PRJ-1318,2022-04-28,2022-07-16,79,3468545.8,2320682.81,-33.09,7,High,Operations,Cost Reduction,7.89,5.81,3,2,6,111.21,51.98,1,23.68,2.51
PRJ-1319,2021-08-13,2022-05-29,289,548068.89,305605.44,-44.24,5,Medium,Marketing,Cost Reduction,3.05,6.4,12,3,2,100.95,37.33,0,-13.89,2.18
PRJ-1320,2020-07-31,2021-06-02,306,4468426.07,6442764.71,44.18,13,Low,Marketing,Compliance,4.08,2.04,19,3,6,101.72,19.97,0,-19.57,2.7
PRJ-1321,2021-08-11,2021-11-22,103,2261360.65,2576753.83,13.95,36,Low,Finance,New Product Launch,4.21,5.42,13,2,4,92.98,22.61,1,22.31,3.79
PRJ-1322,2022-07-18,2022-12-26,161,4859005.97,5955796.74,22.57,28,Low,Operations,New Product Launch,3.66,2.74,1,3,1,93.31,26.84,0,-13.81,2.08
PRJ-1323,2020-04-15,2020-09-28,166,2823725.94,2662162.62,-5.72,26,Medium,Operations,New Product Launch,3.08,6.89,9,2,1,97.4,40.11,1,15.63,3.78
PRJ-1324,2021-04-17,2021-05-25,38,4380741.31,4218608.56,-3.7,43,Medium,Operations,Process Improvement,7.88,3.57,20,4,7,93.1,61.48,0,-20.4,1.71
PRJ-1325,2021-06-28,2022-04-23,299,3744253.37,2318643.45,-38.07,6,High,Finance,System Upgrade,8.31,6.25,16,3,9,86.11,67.66,0,-5.23,1.0
PRJ-1326,2022-06-03,2022-12-27,207,1597091.08,1816126.47,13.71,49,Medium,Operations,New Product Launch,6.12,2.77,11,3,2,78.69,50.62,0,-21.63,2.35
PRJ-1327,2022-08-03,2023-03-30,239,607733.96,502641.51,-17.29,29,Low,HR,Cost Reduction,9.98,4.45,2,4,5,91.82,63.63,0,-17.51,1.0
PRJ-1328,2022-01-26,2022-08-21,207,4457824.39,5845580.42,31.13,3,Low,Operations,Compliance,5.58,6.66,13,1,6,94.69,57.48,0,-14.26,1.49
PRJ-1329,2021-03-02,2021-10-17,229,4932324.46,4232117.86,-14.2,38,High,IT,Process Improvement,8.08,5.96,5,0,5,92.62,66.53,0,-3.47,1.42
PRJ-1330,2020-09-15,2021-03-10,176,2985274.5,3244975.81,8.7,47,Medium,Finance,Process Improvement,5.91,2.86,20,1,1,98.02,49.9,0,-5.22,1.73
PRJ-1331,2022-12-12,2023-01-19,38,1667110.66,1745477.78,4.7,48,Medium,Operations,New Product Launch,3.47,4.81,5,1,2,72.86,30.29,0,-6.63,2.35
PRJ-1332,2021-08-09,2022-03-09,212,3552300.42,4709225.54,32.57,24,Medium,IT,Cost Reduction,4.66,6.41,19,1,4,87.28,32.83,1,19.3,2.97
PRJ-1333,2021-04-20,2021-10-03,166,2621018.54,2989667.16,14.07,44,High,Finance,New Product Launch,3.31,6.77,18,2,2,96.72,55.82,0,-16.88,1.56
PRJ-1334,2021-03-13,2022-02-23,347,3558389.88,3165401.72,-11.04,37,High,IT,System Upgrade,2.71,5.06,13,3,2,85.22,34.71,0,-3.99,2.33
PRJ-1335,2022-03-06,2022-11-17,256,4687424.48,5068755.39,8.14,46,Medium,Operations,Process Improvement,3.81,3.39,5,2,3,70.18,29.47,0,-12.62,2.65
PRJ-1336,2022-05-23,2023-02-02,255,2805824.92,2800155.78,-0.2,6,High,Operations,Compliance,2.4,2.31,6,2,3,81.04,30.8,0,-17.9,1.96
PRJ-1337,2021-01-25,2021-07-17,173,4568297.56,5321994.03,16.5,43,Medium,Marketing,Process Improvement,7.17,2.85,15,2,6,66.2,62.77,0,-20.2,1.0
PRJ-1338,2021-09-17,2022-02-28,164,4204079.37,4488473.36,6.76,48,High,HR,Cost Reduction,6.95,4.92,4,2,5,82.02,53.22,0,-11.95,1.56
PRJ-1339,2021-05-16,2021-12-04,202,2440908.68,2472107.9,1.28,41,Medium,Marketing,Cost Reduction,4.83,8.76,15,2,4,93.96,48.43,0,-13.43,2.36
PRJ-1340,2021-10-08,2021-11-21,44,61620.0,74457.34,20.83,25,Low,Marketing,Process Improvement,2.76,9.36,6,2,4,80.87,39.84,1,28.06,2.36
PRJ-1341,2021-03-14,2021-09-20,190,610022.89,763334.64,25.13,15,Medium,Finance,Cost Reduction,1.39,7.19,16,0,3,72.73,41.53,0,-15.38,1.92
PRJ-1342,2020-07-26,2021-05-06,284,3363274.34,3343963.14,-0.57,9,High,IT,Cost Reduction,5.53,1.9,7,2,1,90.61,46.46,1,25.19,2.47
PRJ-1343,2020-10-23,2021-10-16,358,3671941.1,3897208.58,6.13,17,Low,HR,Process Improvement,5.93,7.45,3,2,8,81.53,50.12,0,-6.86,1.75
PRJ-1344,2020-08-08,2021-02-11,187,4955729.72,4996920.19,0.83,22,High,Finance,Compliance,3.26,6.72,2,3,8,74.2,28.2,0,-17.79,2.21
PRJ-1345,2021-04-10,2022-03-31,355,1922123.58,1423362.45,-25.95,31,High,Operations,System Upgrade,3.54,6.76,6,3,2,88.0,38.19,0,-17.1,1.85
PRJ-1346,2020-01-01,2020-02-11,41,1823894.55,2095909.46,14.91,24,Medium,Finance,Process Improvement,2.8,9.18,20,3,0,93.22,54.28,0,-13.58,1.81
PRJ-1347,2020-11-14,2021-02-17,95,4174692.85,3815377.18,-8.61,24,Low,Operations,New Product Launch,8.36,5.8,10,2,3,88.96,64.64,1,21.27,3.26
PRJ-1348,2021-02-13,2021-12-01,291,2684906.6,2681468.55,-0.13,3,High,HR,System Upgrade,2.33,6.48,12,1,4,78.93,33.04,1,41.2,2.95
PRJ-1349,2020-03-06,2020-04-23,48,3668959.77,5120071.54,39.55,21,Medium,Finance,New Product Launch,5.23,2.43,18,3,2,111.85,47.53,0,-2.55,1.69
PRJ-1350,2020-09-09,2021-08-28,353,4820897.42,3322803.08,-31.08,44,Low,Operations,System Upgrade,5.66,1.48,10,2,3,69.72,49.79,0,-18.07,1.53
PRJ-1351,2022-11-23,2023-11-17,359,1955545.68,2252667.08,15.19,45,High,IT,Compliance,6.47,8.63,19,0,4,78.71,76.52,0,-8.02,1.73
PRJ-1352,2022-06-10,2023-05-16,340,4553147.85,4414727.95,-3.04,45,Medium,Finance,Process Improvement,6.44,3.47,7,1,1,80.39,48.72,0,-15.87,2.55
PRJ-1353,2020-03-20,2020-11-09,234,376166.22,340698.97,-9.43,8,Medium,Finance,Process Improvement,4.56,3.17,14,5,4,88.09,43.92,1,15.42,2.49
PRJ-1354,2021-06-20,2022-03-03,256,1829738.57,2008233.65,9.76,8,Medium,HR,System Upgrade,3.01,1.0,5,0,0,88.06,30.51,0,-12.18,3.09
PRJ-1355,2022-06-08,2023-04-24,320,3132569.32,2558773.61,-18.32,35,Medium,Marketing,New Product Launch,4.54,4.61,8,1,2,72.77,52.78,0,-15.84,2.49
PRJ-1356,2021-12-14,2022-02-10,58,4434224.47,3758523.76,-15.24,33,Low,IT,System Upgrade,5.9,5.62,2,3,3,74.74,52.55,1,19.59,3.14
PRJ-1357,2020-05-16,2020-11-29,197,2592834.13,2961038.53,14.2,24,Medium,IT,Compliance,3.94,4.02,19,8,1,79.69,37.23,1,20.38,3.0
PRJ-1358,2020-02-09,2020-08-08,181,2349684.68,2789212.04,18.71,16,Medium,Marketing,New Product Launch,7.8,5.37,4,5,5,74.64,80.0,0,-12.99,1.0
PRJ-1359,2022-04-17,2023-02-08,297,1772733.47,2271228.48,28.12,43,Low,Finance,Cost Reduction,3.7,5.09,16,1,5,82.84,23.97,0,-10.05,3.2
PRJ-1360,2021-10-12,2021-12-22,71,1172843.66,817381.11,-30.31,20,High,Marketing,Compliance,8.48,6.72,12,4,7,67.67,57.12,1,16.66,3.09
PRJ-1361,2022-01-12,2022-02-24,43,4170868.57,4003977.49,-4.0,8,Low,Finance,Compliance,1.0,5.39,1,6,2,107.53,28.52,1,22.25,2.83
PRJ-1362,2021-08-11,2021-09-14,34,1577731.61,1569523.92,-0.52,13,Medium,Finance,Process Improvement,4.32,1.0,13,1,2,84.05,32.58,0,-16.42,2.56
PRJ-1363,2020-06-24,2020-12-06,165,631505.7,891727.42,41.21,18,High,Operations,System Upgrade,6.08,4.4,17,3,9,93.64,22.52,0,-9.68,1.38
PRJ-1364,2022-08-12,2023-04-30,261,3539310.11,3886783.12,9.82,41,Medium,Finance,New Product Launch,3.67,5.29,15,1,2,84.15,37.1,1,28.84,2.87
PRJ-1365,2021-11-03,2022-09-05,306,892206.56,716644.7,-19.68,43,Medium,IT,Process Improvement,5.31,7.14,16,2,0,92.75,53.79,0,-13.4,1.18
PRJ-1366,2022-11-28,2023-06-15,199,1630618.56,1685854.52,3.39,7,Medium,Marketing,Cost Reduction,6.6,4.92,5,2,5,72.46,66.1,0,-11.79,2.0
PRJ-1367,2021-04-30,2021-12-12,226,4031092.71,4167289.55,3.38,45,Low,HR,System Upgrade,1.59,6.96,16,2,2,74.55,50.68,0,-16.98,1.88
PRJ-1368,2020-04-02,2020-05-28,56,3337556.19,3818237.18,14.4,45,High,Operations,New Product Launch,4.84,4.09,4,2,3,82.77,30.92,0,-4.99,2.63
PRJ-1369,2021-09-03,2022-08-27,358,1146559.4,1028160.51,-10.33,19,High,IT,Cost Reduction,7.14,4.83,9,2,4,72.58,37.19,0,-6.58,2.05
PRJ-1370,2020-11-15,2021-11-07,357,3171649.14,3315234.79,4.53,12,Medium,Finance,Compliance,3.34,4.57,1,5,3,94.93,44.78,0,-10.36,1.02
PRJ-1371,2021-02-20,2021-11-10,263,2735611.92,1517787.63,-44.52,47,Medium,Finance,New Product Launch,6.78,3.79,3,4,6,102.39,42.64,1,12.09,3.23
PRJ-1372,2020-09-09,2021-07-16,310,2420904.28,2431924.2,0.46,12,Medium,Operations,New Product Launch,6.72,4.65,6,0,4,95.02,46.6,0,-11.94,3.55
PRJ-1373,2020-02-24,2020-05-30,96,1661241.52,2010901.96,21.05,12,Medium,HR,System Upgrade,2.82,5.58,19,1,3,67.78,40.84,0,-15.87,1.8
PRJ-1374,2020-12-18,2021-11-08,325,1355840.07,1426868.95,5.24,19,Low,Marketing,New Product Launch,4.38,3.81,8,4,2,83.31,41.56,0,-8.3,1.46
PRJ-1375,2021-07-13,2022-04-18,279,2161629.91,2658161.36,22.97,44,Medium,Operations,System Upgrade,7.31,7.1,12,3,4,81.99,47.6,0,-10.42,1.85
PRJ-1376,2022-11-02,2022-12-09,37,2974230.92,2244793.33,-24.53,17,Medium,IT,Process Improvement,8.61,5.05,20,5,8,78.27,62.05,0,-10.67,1.39
PRJ-1377,2021-04-23,2021-07-08,76,1353068.57,965390.91,-28.65,24,High,IT,System Upgrade,6.19,4.77,16,3,5,102.51,50.91,1,18.88,3.03
PRJ-1378,2020-08-11,2021-05-17,279,1814113.07,563600.7,-68.93,31,Low,IT,New Product Launch,5.15,4.91,6,4,2,100.96,44.19,1,10.61,3.57
PRJ-1379,2020-08-27,2020-10-02,36,1744214.68,2166421.09,24.21,31,High,HR,Process Improvement,2.08,6.87,8,1,4,86.8,27.96,0,-6.25,2.9
PRJ-1380,2021-01-07,2022-01-04,362,4001451.33,3706434.32,-7.37,15,Medium,Finance,Compliance,7.37,4.14,2,0,6,90.89,38.63,0,-11.2,3.18
PRJ-1381,2022-01-31,2022-11-07,280,4186045.75,5369909.85,28.28,48,Medium,Marketing,Cost Reduction,3.56,8.42,3,4,3,89.09,46.81,1,-0.4,3.2
PRJ-1382,2022-04-03,2022-08-18,137,964333.85,785985.79,-18.49,34,Medium,Operations,Compliance,4.25,6.57,9,0,4,68.92,40.64,0,-18.75,1.84
PRJ-1383,2021-03-15,2022-01-20,311,4368690.93,4879138.01,11.68,44,Medium,Finance,New Product Launch,7.99,6.32,12,1,6,84.44,63.42,0,-12.98,1.14
PRJ-1384,2020-02-09,2020-11-18,283,361318.48,305146.77,-15.55,46,Medium,Marketing,Cost Reduction,7.87,1.0,3,2,5,77.17,51.5,1,24.14,3.0
PRJ-1385,2022-09-28,2023-04-23,207,4273206.24,4122680.72,-3.52,17,Medium,Marketing,System Upgrade,1.0,7.2,17,3,1,81.16,30.53,1,16.2,3.6
PRJ-1386,2020-06-21,2020-12-02,164,3786619.02,4953431.98,30.81,13,High,Finance,Compliance,7.79,1.88,14,3,6,98.81,60.64,0,-16.53,1.9
PRJ-1387,2021-06-29,2022-02-20,236,2817970.11,2345434.83,-16.77,22,Low,Finance,New Product Launch,9.08,3.93,1,1,2,72.42,67.97,1,10.21,2.67
PRJ-1388,2022-01-07,2022-04-03,86,2843290.27,1922119.56,-32.4,28,Medium,Marketing,New Product Launch,3.17,5.74,20,2,4,69.39,18.91,1,13.25,2.26
PRJ-1389,2020-02-03,2020-03-29,55,4641428.68,5523502.39,19.0,45,Low,Operations,New Product Launch,4.85,4.63,15,3,6,85.34,27.34,0,-16.4,2.92
PRJ-1390,2021-10-25,2022-10-09,349,3716860.34,4413078.65,18.73,35,Medium,HR,New Product Launch,6.48,3.79,13,2,3,73.99,35.9,0,-4.07,2.14
PRJ-1391,2022-12-16,2023-05-10,145,476933.4,681718.03,42.94,25,High,Finance,Process Improvement,8.11,5.23,6,3,6,64.35,80.0,0,-4.69,1.0
PRJ-1392,2020-09-09,2021-02-21,165,2365853.46,2837815.18,19.95,3,Low,HR,Process Improvement,5.6,5.63,16,3,6,90.67,74.55,0,-12.72,1.22
PRJ-1393,2022-06-17,2022-12-15,181,2128358.34,2474764.78,16.28,43,High,HR,Process Improvement,3.8,6.09,2,0,2,86.61,43.87,0,-9.51,2.03
PRJ-1394,2020-07-24,2021-05-24,304,1874384.22,1871740.44,-0.14,3,Medium,Marketing,System Upgrade,5.56,4.21,14,1,2,78.76,49.38,0,-12.21,1.0
PRJ-1395,2021-10-27,2022-03-23,147,3396901.85,2567292.54,-24.42,36,Medium,HR,New Product Launch,5.46,4.96,13,0,3,92.19,60.37,1,30.93,2.39
PRJ-1396,2021-05-15,2021-10-22,160,851737.56,968749.55,13.74,37,High,Marketing,Process Improvement,5.41,6.67,9,1,6,86.69,25.68,0,-11.24,2.43
PRJ-1397,2021-01-30,2021-03-11,40,1317637.71,579240.99,-56.04,27,Medium,Marketing,New Product Launch,2.89,4.87,16,0,3,82.7,18.99,1,14.34,4.44
PRJ-1398,2020-06-07,2020-11-29,175,2471522.76,1908696.72,-22.77,27,Medium,IT,Process Improvement,4.54,4.32,15,2,3,96.6,44.21,0,-30.41,1.39
PRJ-1399,2022-12-09,2023-11-23,349,1583338.31,1354609.81,-14.45,7,High,Marketing,Compliance,3.45,6.45,14,2,1,83.49,32.89,0,-16.71,2.26
PRJ-1400,2021-02-16,2021-04-22,65,3074185.3,3004159.18,-2.28,38,Medium,Marketing,System Upgrade,7.43,9.94,16,5,7,74.03,72.46,0,-17.66,1.0
PRJ-1401,2022-07-08,2023-02-02,209,544662.79,726520.87,33.39,19,High,Operations,Compliance,4.7,5.94,20,2,4,95.6,39.76,1,27.23,3.97
PRJ-1402,2022-06-19,2023-01-19,214,3624382.36,4047649.97,11.68,8,High,IT,Cost Reduction,2.59,8.96,9,1,6,80.56,39.34,0,-12.81,1.96
PRJ-1403,2022-01-31,2022-11-20,293,3449500.59,3838837.91,11.29,29,Medium,Finance,Compliance,5.24,3.01,19,3,3,84.62,56.56,0,-5.96,1.68
PRJ-1404,2020-02-18,2021-01-31,348,932395.82,884900.57,-5.09,9,Medium,Operations,Compliance,5.26,4.55,10,1,4,89.0,44.26,0,-6.84,1.42
PRJ-1405,2021-12-03,2022-09-17,288,1539549.41,1496224.76,-2.81,12,High,HR,New Product Launch,4.48,4.76,6,0,2,91.32,33.56,1,27.29,3.73
PRJ-1406,2021-04-26,2022-04-17,356,2935842.47,3415081.73,16.32,23,Medium,HR,System Upgrade,4.75,3.64,5,2,2,85.91,29.58,0,-13.2,1.9
PRJ-1407,2020-10-29,2020-12-10,42,3026518.28,2361897.42,-21.96,34,Medium,IT,New Product Launch,3.07,7.36,20,3,2,79.59,52.44,0,-11.75,1.36
PRJ-1408,2022-05-07,2022-10-15,161,4075251.63,4300671.7,5.53,25,Low,Operations,Cost Reduction,6.79,7.29,16,4,3,75.69,72.07,1,21.47,2.37
PRJ-1409,2021-08-03,2022-04-28,268,888192.69,528019.44,-40.55,30,Medium,Operations,Cost Reduction,3.97,9.25,7,1,7,78.44,50.9,1,24.51,2.69
PRJ-1410,2021-06-05,2021-09-26,113,3229429.33,2811905.02,-12.93,44,High,IT,System Upgrade,3.58,6.06,13,1,4,84.89,35.37,1,32.34,2.77
PRJ-1411,2020-07-06,2021-03-12,249,581437.54,653735.72,12.43,25,Medium,IT,Process Improvement,2.41,1.0,12,1,5,104.29,17.5,0,-11.03,3.51
PRJ-1412,2022-03-11,2022-12-01,265,2224092.03,2318764.37,4.26,17,High,HR,Compliance,7.45,3.26,2,2,3,82.86,49.91,0,-4.69,1.67
PRJ-1413,2020-01-27,2020-04-25,89,2062510.65,1695711.62,-17.78,24,Medium,Operations,Compliance,6.41,7.36,2,0,6,82.43,53.61,1,31.88,3.46
PRJ-1414,2021-07-17,2021-10-05,80,1066572.51,1309806.62,22.81,26,Medium,Operations,Compliance,7.11,2.69,1,3,6,63.12,46.43,0,-13.6,1.21
PRJ-1415,2021-04-02,2021-06-15,74,1034638.23,1300500.9,25.7,5,Medium,IT,New Product Launch,5.37,6.5,8,0,4,95.97,53.04,0,-19.1,2.14
PRJ-1416,2021-05-08,2021-08-21,105,2418989.48,2770644.06,14.54,49,Low,HR,Process Improvement,5.45,7.2,9,1,3,89.92,57.98,1,14.67,2.5
PRJ-1417,2020-01-21,2020-11-27,311,2153726.44,2926673.92,35.89,4,Medium,Marketing,Cost Reduction,1.0,5.18,13,0,3,75.03,9.95,0,-27.64,2.21
PRJ-1418,2020-01-03,2020-09-01,242,4506162.54,3817007.28,-15.29,3,Medium,Operations,Cost Reduction,5.12,6.14,20,3,0,91.29,29.52,1,11.91,3.1
PRJ-1419,2021-11-28,2022-04-10,133,2429534.58,2855174.69,17.52,39,Medium,IT,System Upgrade,5.39,3.7,12,4,4,89.1,40.1,0,-11.71,2.2
PRJ-1420,2020-11-24,2021-07-26,244,1593299.35,1312430.75,-17.63,44,Medium,Finance,System Upgrade,6.77,7.66,13,4,4,73.23,70.27,0,-15.66,1.82
PRJ-1421,2021-04-24,2022-04-19,360,3816412.79,4657473.41,22.04,22,Low,Operations,New Product Launch,4.66,1.53,17,1,5,69.54,43.11,0,-12.14,2.12
PRJ-1422,2022-11-16,2023-03-30,134,213608.36,244436.41,14.43,34,High,IT,New Product Launch,7.93,5.21,6,3,6,67.69,67.08,0,-17.07,1.26
PRJ-1423,2021-10-01,2022-06-11,253,4787680.13,5089757.53,6.31,25,Medium,Finance,Process Improvement,1.43,5.03,15,3,3,91.94,39.89,0,-12.73,1.45
PRJ-1424,2020-06-22,2020-09-10,80,1505496.56,1389032.83,-7.74,3,Medium,HR,Compliance,5.7,8.43,14,2,8,87.0,44.36,1,12.75,3.18
PRJ-1425,2022-07-22,2022-11-11,112,1088830.15,743952.83,-31.67,4,Medium,IT,Cost Reduction,4.95,1.56,11,3,2,92.21,38.6,0,-19.26,1.48
PRJ-1426,2022-02-24,2023-02-22,363,4018649.71,4847955.32,20.64,15,Medium,Operations,New Product Launch,6.32,6.93,9,0,2,96.66,60.57,0,-17.5,1.29
PRJ-1427,2021-06-17,2021-10-02,107,4741792.65,7059204.04,48.87,17,Low,HR,System Upgrade,1.64,4.0,17,3,5,78.49,22.93,0,-12.07,2.43
PRJ-1428,2020-09-25,2021-08-08,317,1482294.43,1315838.24,-11.23,36,Medium,HR,Compliance,2.63,1.0,15,4,2,90.45,30.87,0,-5.11,2.65
PRJ-1429,2022-07-30,2023-07-11,346,722636.44,646631.21,-10.52,13,High,Operations,Process Improvement,7.45,5.5,15,0,7,90.85,51.06,1,10.36,3.49
PRJ-1430,2022-08-17,2023-05-29,285,4088313.21,2710200.1,-33.71,44,Low,Finance,Compliance,3.9,6.82,17,4,3,84.67,59.09,0,-15.49,1.8
PRJ-1431,2022-11-11,2023-02-23,104,3658717.03,4414724.96,20.66,10,Medium,Finance,Compliance,3.97,4.98,11,2,5,90.88,22.42,0,-18.83,1.47
PRJ-1432,2022-03-04,2022-12-16,287,1756695.3,1732748.55,-1.36,32,High,Operations,Compliance,6.2,5.12,17,1,4,96.09,46.61,1,29.23,2.06
PRJ-1433,2021-09-29,2022-02-14,138,3887194.31,5962005.87,53.38,36,Low,HR,Compliance,5.15,6.7,18,0,4,85.23,62.42,1,23.92,3.44
PRJ-1434,2022-01-09,2022-09-26,260,3183493.08,2343660.86,-26.38,4,Medium,HR,New Product Launch,6.02,7.7,15,3,2,105.99,45.85,0,-8.55,1.0
PRJ-1435,2021-04-28,2021-07-15,78,882298.38,827316.96,-6.23,25,Medium,Finance,New Product Launch,5.37,5.09,20,1,3,75.87,43.93,1,14.65,2.8
PRJ-1436,2021-05-28,2021-07-23,56,1284410.15,1432055.21,11.5,49,High,Finance,System Upgrade,6.16,4.94,14,0,3,98.3,35.36,0,-13.13,2.55
PRJ-1437,2022-09-12,2023-03-19,188,1475494.11,1829774.33,24.01,10,Medium,Marketing,Process Improvement,4.66,6.43,20,4,3,81.23,64.01,0,-15.21,1.22
PRJ-1438,2021-07-13,2022-06-15,337,2618101.14,2772783.34,5.91,17,Medium,Operations,New Product Launch,4.76,4.95,2,0,5,63.38,13.42,0,-20.7,1.91
PRJ-1439,2020-02-08,2020-10-26,261,2499232.06,2750438.61,10.05,49,High,IT,New Product Launch,4.88,5.14,9,1,3,73.24,49.51,1,23.85,3.34
PRJ-1440,2021-03-28,2021-08-16,141,4811789.39,5885189.06,22.31,49,Medium,Marketing,Cost Reduction,7.67,5.16,17,1,6,82.12,67.46,1,21.0,2.77
PRJ-1441,2021-01-03,2021-09-22,262,3962517.01,3873361.16,-2.25,47,Medium,Finance,Process Improvement,1.37,2.46,5,4,1,85.47,4.46,1,13.34,4.6
PRJ-1442,2020-06-03,2021-01-20,231,4921616.55,5817765.1,18.21,4,Medium,Finance,Compliance,4.71,5.75,14,1,5,82.47,18.83,0,-16.92,1.94
PRJ-1443,2022-05-22,2022-10-31,162,4615042.81,3017465.93,-34.62,28,Medium,IT,Process Improvement,3.85,5.21,1,5,5,93.02,48.21,0,-12.69,1.29
PRJ-1444,2020-08-07,2020-10-03,57,275158.38,277771.12,0.95,8,High,HR,New Product Launch,5.35,5.42,9,3,4,80.81,30.89,0,-0.43,2.2
PRJ-1445,2021-04-06,2021-06-23,78,4780325.83,3732343.87,-21.92,40,Medium,Finance,Cost Reduction,3.74,3.53,1,1,3,76.2,36.41,1,14.29,2.61
PRJ-1446,2020-11-09,2021-05-15,187,2849942.17,3240924.38,13.72,36,Medium,Operations,Compliance,3.48,4.34,8,3,2,89.51,28.32,1,26.85,3.91
PRJ-1447,2022-07-05,2022-11-11,129,1856875.25,1787589.28,-3.73,35,Medium,Finance,Process Improvement,2.38,5.45,12,2,5,81.86,29.68,1,24.38,3.91
PRJ-1448,2022-10-08,2023-01-17,101,4245128.07,3609659.29,-14.97,42,Medium,IT,System Upgrade,1.67,1.0,1,4,2,97.37,21.71,1,27.94,3.27
PRJ-1449,2022-11-25,2023-08-09,257,2791509.45,2698672.7,-3.33,30,Medium,Finance,Compliance,4.69,3.43,6,1,6,82.45,38.22,0,-20.98,3.23
PRJ-1450,2022-07-27,2022-09-20,55,763471.54,571706.35,-25.12,10,Medium,Finance,New Product Launch,7.38,3.2,14,7,2,76.37,67.66,0,-1.81,1.0
PRJ-1451,2022-05-13,2022-11-19,190,4002555.02,2689631.74,-32.8,36,High,HR,New Product Launch,9.02,2.91,14,1,3,62.84,53.88,0,-3.41,2.2
PRJ-1452,2022-05-24,2022-09-24,123,563464.31,636009.51,12.87,15,High,Finance,Process Improvement,5.84,2.74,20,3,5,77.05,43.96,1,26.24,3.33
PRJ-1453,2022-12-22,2023-08-16,237,1403839.19,1573855.77,12.11,27,Medium,Finance,System Upgrade,1.17,6.24,9,2,4,86.16,27.26,1,36.76,3.23
PRJ-1454,2021-07-25,2021-09-30,67,3806031.01,2912247.35,-23.48,19,Medium,IT,Cost Reduction,8.82,7.45,12,4,9,88.54,72.88,0,-17.73,1.03
PRJ-1455,2021-06-27,2022-04-30,307,3168535.32,4051541.54,27.87,16,Medium,Marketing,Process Improvement,2.26,4.64,4,4,5,79.73,31.04,1,23.8,3.34
PRJ-1456,2020-12-22,2021-07-18,208,2075261.75,2433071.12,17.24,24,Medium,Marketing,Compliance,4.16,9.39,2,0,6,94.56,59.66,1,8.61,3.08
PRJ-1457,2020-07-03,2020-11-01,121,4648927.98,5527153.59,18.89,38,Medium,Finance,New Product Launch,4.54,5.0,8,1,3,111.81,35.89,0,-24.61,1.78
PRJ-1458,2020-04-14,2021-01-12,273,4663906.71,5784363.55,24.02,45,Medium,IT,Cost Reduction,6.56,6.85,8,2,8,86.69,45.26,0,-10.58,2.27
PRJ-1459,2020-01-17,2020-02-25,39,4416138.52,5099939.25,15.48,4,High,IT,System Upgrade,3.78,8.35,7,0,4,79.5,38.85,0,-10.64,2.39
PRJ-1460,2021-10-08,2022-08-29,325,3009089.37,3014703.4,0.19,10,Medium,HR,Cost Reduction,3.3,6.63,10,0,3,75.72,34.65,0,-18.17,2.9
PRJ-1461,2021-01-04,2021-09-20,259,3822254.68,3321652.66,-13.1,28,Medium,Operations,System Upgrade,3.57,2.49,4,3,2,82.59,33.82,1,23.14,3.23
PRJ-1462,2022-05-06,2022-10-26,173,4290012.57,5793379.55,35.04,19,High,IT,System Upgrade,4.81,4.07,20,0,3,80.75,32.47,0,-6.05,1.88
PRJ-1463,2021-04-08,2022-01-06,273,812674.88,1043127.78,28.36,32,High,HR,Cost Reduction,3.77,5.0,14,0,4,67.2,44.48,0,-16.36,3.33
PRJ-1464,2022-03-09,2023-01-25,322,1051252.25,1324200.22,25.96,15,Low,Finance,New Product Launch,3.32,4.37,2,4,1,55.79,28.47,1,23.12,3.11
PRJ-1465,2020-11-13,2021-08-14,274,1299534.41,1417012.06,9.04,48,Medium,IT,Process Improvement,6.98,7.72,6,4,5,76.39,57.51,1,19.35,2.85
PRJ-1466,2022-02-26,2022-10-05,221,3349027.47,3342353.95,-0.2,22,Medium,Operations,Compliance,2.94,5.78,6,2,2,77.66,50.09,0,-14.23,2.49
PRJ-1467,2020-12-25,2021-12-17,357,2383272.15,2256108.32,-5.34,7,High,Finance,System Upgrade,6.86,5.42,2,4,4,63.98,71.98,0,-9.93,1.0
